,YEAR,JOB_TITLE,BRANCH,JOB_LOCATION,LOC_STATE,LOC_REGION
430,2021,Telecom engineer,ECE,Udaipur,Rajasthan,West
431,2017,Embedded system engineer,ECE,Allahabad,Uttar Pradesh,North
432,2016,Electronics design engineer,ECE,Nellore,Andhra Pradesh,South
433,2020,Quality engineer,MEC,Ranchi,Jharkhnad,Central
434,2014,Controls engineer,EEE,Jammu,Jammu and Kashmir,North
435,2017,Telecommunication engineer,EEE,Kochi,Kerala,South
436,2012,Substation technician,EEE,Nagpur,Maharashtra,Central
437,2021,IT project manager,CSE/IT,Nellore,Andhra Pradesh,South
438,2015,Electronics design engineer,ECE,Rourkela,Orissa,Central
439,2016,Product engineer,CHEM,Khammam,Telangana,South
440,2019,Process design engineer,CHEM,Kanpur,Uttar Pradesh,North
441,2018,System architect,CSE/IT,Gandhinagar,Gujarat,West
442,2013,Environmental engineer,CIV,Udaipur,Rajasthan,West
443,2013,Network planning engineer,ECE,Imphal,Seven Sisters,East
444,2013,Production engineer,MEC,Thiruvananthapuram,Kerala,South
445,2020,Hardware engineer,EEE,Puri,Orissa,Central
446,2020,technician,CHEM,Gurgaon,Haryana,West
447,2017,Thermal engineer,MEC,Bengaluru,Karnataka,South
448,2014,Field test engineer,ECE,Chandigarh,Punjab,North
449,2015,Field test engineer,ECE,Jammu,Jammu and Kashmir,North
450,2020,Telecommunication engineer,EEE,Ahmedabad,Gujarat,West
451,2015,Thermal engineer,MEC,Thiruvananthapuram,Kerala,South
452,2018,Construction manager,CIV,Aizawal,Seven Sisters,East
453,2021,Electronics engineer,ECE,Patna,Bihar,Central
454,2012,Electrical design engineer,EEE,Nellore,Andhra Pradesh,South
455,2016,System architect,CSE/IT,Nellore,Andhra Pradesh,South
456,2016,Systems engineer,EEE,Kolkata,West Bengal,East
457,2013,Automation engineer,MEC,Aizawal,Seven Sisters,East
458,2019,Management consultant,MEC,Mumbai,Maharashtra,Central
459,2020,Environmental waste management,CHEM,Dehradun,Uttarakhand,North
460,2016,Management consultant,MEC,Hyderabad,Telangana,South
461,2019,Service engineer,ECE,Raigarh,Chattisgarh,Central
462,2011,AI engineer,CSE/IT,Warangal,Telangana,South
463,2015,Construction manager,CIV,Noida,Uttar Pradesh,North
464,2013,Telecommunication engineer,EEE,Aizawal,Seven Sisters,East
465,2018,Communication engineer,ECE,Gurgaon,Haryana,West
466,2012,Computer network architect,CSE/IT,Silchar,Seven Sisters,East
467,2011,Thermal engineer,MEC,Shimla,Himachal Pradesh,North
468,2019,Systems engineer,EEE,Amritsar,Punjab,North
469,2018,Engineering management,CIV,Raipur,Chattisgarh,Central
470,2011,Network planning engineer,ECE,Howrah,West Bengal,East
471,2017,Computer network architect,CSE/IT,Dehradun,Uttarakhand,North
472,2012,Database administrator,CSE/IT,Allahabad,Uttar Pradesh,North
473,2015,Structural engineer,MEC,Hyderabad,Telangana,South
474,2019,Petroleum engineer,CHEM,Chennai,Tamil Nadu,South
475,2012,Land surveyor,CIV,Warangal,Telangana,South
476,2016,technician,CHEM,Gaya,Bihar,Central
477,2020,Electronics engineer,ECE,Mysore,Karnataka,South
478,2021,technician,CHEM,Patna,Bihar,Central
479,2014,Web developer,CSE/IT,Gurgaon,Haryana,West
480,2018,Management consultant,MEC,Khammam,Telangana,South
481,2015,Production engineer,MEC,Dispur,Seven Sisters,East
482,2018,AI engineer,CSE/IT,Udaipur,Rajasthan,West
483,2014,Process design engineer,CHEM,Vijayawada,Andhra Pradesh,South
484,2019,AI engineer,CSE/IT,Jammu,Jammu and Kashmir,North
485,2019,Service engineer,ECE,Bilaspur,Himachal Pradesh,North
486,2015,Transportation engineer,CIV,Jalandhar,Punjab,North
487,2021,Management consultant,MEC,Nellore,Andhra Pradesh,South
488,2016,Embedded system engineer,ECE,Howrah,West Bengal,East
489,2020,Electrical project manager,EEE,Rourkela,Orissa,Central
490,2021,Land surveyor,CIV,Gaya,Bihar,Central
491,2011,Network planning engineer,ECE,Dhanbad,Jharkhnad,Central
492,2021,Systems engineer,EEE,Vellore,Tamil Nadu,South
493,2019,Information security analyst,CSE/IT,Roorkee,Uttarakhand,North
494,2020,App developer,CSE/IT,Chennai,Tamil Nadu,South
495,2017,Electronics design engineer,ECE,Patna,Bihar,Central
496,2020,Software developer,CSE/IT,Gwalior,Madhya Pradesh,Central
497,2013,Software developer,CSE/IT,Warangal,Telangana,South
498,2014,Service engineer,ECE,Visakhapatnam,Andhra Pradesh,South
499,2020,Chemical plant director,CHEM,Ranchi,Jharkhnad,Central
500,2016,Chemical engineer,CHEM,Gurgaon,Haryana,West
501,2016,Electrical engineer,EEE,Kanpur,Uttar Pradesh,North
502,2019,Production engineer,MEC,Jaipur,Rajasthan,West
503,2019,UX designer,CSE/IT,Udaipur,Rajasthan,West
504,2021,Information security analyst,CSE/IT,Noida,Uttar Pradesh,North
505,2018,Telecom engineer,ECE,Kolkata,West Bengal,East
506,2021,Chemical plant director,CHEM,Kochi,Kerala,South
507,2020,Management consultant,MEC,Gangtok,Seven Sisters,East
508,2016,Process design engineer,CHEM,Silchar,Seven Sisters,East
509,2019,Production engineer,MEC,Roorkee,Uttarakhand,North
510,2020,Petroleum engineer,CHEM,Bilaspur,Himachal Pradesh,North
511,2021,UX designer,CSE/IT,Jammu,Jammu and Kashmir,North
512,2014,Manufacturing engineer,MEC,Puri,Orissa,Central
513,2021,Telecom engineer,ECE,Srinagar,Jammu and Kashmir,North
514,2011,Construction manager,CIV,Khammam,Telangana,South
515,2015,Web developer,CSE/IT,Shillong,Seven Sisters,East
516,2018,Electronics engineer,ECE,Kolkata,West Bengal,East
517,2020,Electronics design engineer,ECE,Visakhapatnam,Andhra Pradesh,South
518,2019,Transportation engineer,CIV,Dharwad,Karnataka,South
519,2014,Material engineer,CHEM,Rourkela,Orissa,Central
520,2021,Public health engineer,CIV,Panaji,Goa,South
521,2015,Land surveyor,CIV,Jammu,Jammu and Kashmir,North
522,2014,Web developer,CSE/IT,Dispur,Seven Sisters,East
523,2014,Product designer,MEC,Dispur,Seven Sisters,East
524,2019,Database administrator,CSE/IT,Visakhapatnam,Andhra Pradesh,South
525,2019,Microelectrical engineer,EEE,Raigarh,Chattisgarh,Central
526,2020,Electrical design engineer,EEE,Kolkata,West Bengal,East
527,2017,Computer network architect,CSE/IT,Thiruvananthapuram,Kerala,South
528,2016,Instrumentation engineer,ECE,Allahabad,Uttar Pradesh,North
529,2011,Hardware engineer,EEE,Thiruvananthapuram,Kerala,South
530,2017,Information security analyst,CSE/IT,Kochi,Kerala,South
531,2013,Chemical plant director,CHEM,Vadodara,Gujarat,West
532,2018,Production engineer,MEC,Kanpur,Uttar Pradesh,North
533,2013,Telecom engineer,ECE,Warangal,Telangana,South
534,2016,Environmental waste management,CHEM,Nagpur,Maharashtra,Central
535,2011,Urban planning engineer,CIV,Udaipur,Rajasthan,West
536,2013,Management consultant,MEC,Allahabad,Uttar Pradesh,North
537,2013,Environmental engineer,CIV,Mumbai,Maharashtra,Central
538,2011,Petroleum engineer,CHEM,Jalandhar,Punjab,North
539,2015,Broadcast engineer,EEE,Kanpur,Uttar Pradesh,North
540,2019,Product designer,MEC,Itanagar,Seven Sisters,East
541,2011,Automation engineer,MEC,Bengaluru,Karnataka,South
542,2018,UX designer,CSE/IT,Panaji,Goa,South
543,2017,Systems engineer,EEE,Jamshedpur,Jharkhnad,Central
544,2020,Transportation engineer,CIV,Chandigarh,Punjab,North
545,2015,Structural engineer,MEC,Durgapur,West Bengal,East
546,2011,Electronics engineer,ECE,Gwalior,Madhya Pradesh,Central
547,2021,Hardware engineer,EEE,Dehradun,Uttarakhand,North
548,2021,Urban planning engineer,CIV,Shillong,Seven Sisters,East
549,2014,Embedded system engineer,ECE,Shimla,Himachal Pradesh,North
550,2016,Environmental waste management,CHEM,Gurgaon,Haryana,West
551,2021,Computer network architect,CSE/IT,Jodhpur,Rajasthan,West
552,2019,Electrical design engineer,EEE,Patna,Bihar,Central
553,2016,Information security analyst,CSE/IT,Silchar,Seven Sisters,East
554,2012,AI engineer,CSE/IT,Madurai,Tamil Nadu,South
555,2017,Production engineer,MEC,Nellore,Andhra Pradesh,South
556,2012,Telecom engineer,ECE,Ranchi,Jharkhnad,Central
557,2021,Instrumentation engineer,ECE,Indore,Madhya Pradesh,Central
558,2020,Automation engineer,MEC,Vellore,Tamil Nadu,South
559,2021,App developer,CSE/IT,Kochi,Kerala,South
560,2016,Electrical project manager,EEE,Ahmedabad,Gujarat,West
561,2014,Architect,CIV,Warangal,Telangana,South
562,2015,Automation engineer,MEC,Dharwad,Karnataka,South
563,2020,Land surveyor,CIV,Hyderabad,Telangana,South
564,2012,Instrumentation engineer,ECE,Indore,Madhya Pradesh,Central
565,2011,technician,CHEM,Shillong,Seven Sisters,East
566,2020,Systems engineer,EEE,Jalandhar,Punjab,North
567,2019,Network planning engineer,ECE,Ranchi,Jharkhnad,Central
568,2018,Aerospace engineer,MEC,Amritsar,Punjab,North
569,2017,Urban planning engineer,CIV,Roorkee,Uttarakhand,North
570,2012,Petroleum engineer,CHEM,Imphal,Seven Sisters,East
571,2012,Database administrator,CSE/IT,Warangal,Telangana,South
572,2019,Construction manager,CIV,Khammam,Telangana,South
573,2020,Management consultant,MEC,Roorkee,Uttarakhand,North
574,2016,Construction engineer,MEC,Panaji,Goa,South
575,2017,Transportation engineer,CIV,Bilaspur,Himachal Pradesh,North
576,2011,Drafter,CIV,Raigarh,Chattisgarh,Central
577,2019,Telecommunication engineer,EEE,Indore,Madhya Pradesh,Central
578,2013,UX designer,CSE/IT,Itanagar,Seven Sisters,East
579,2019,Architect,CIV,Visakhapatnam,Andhra Pradesh,South
580,2013,Material engineer,CHEM,Vijayawada,Andhra Pradesh,South
581,2012,UX designer,CSE/IT,Gwalior,Madhya Pradesh,Central
582,2017,Environmental waste management,CHEM,Howrah,West Bengal,East
583,2014,Electronics engineer,ECE,Jaipur,Rajasthan,West
584,2017,Electrical engineer,EEE,Indore,Madhya Pradesh,Central
585,2017,Environmental waste management,CHEM,Roorkee,Uttarakhand,North
586,2018,Plant process engineer,CHEM,Imphal,Seven Sisters,East
587,2011,Public health engineer,CIV,Guwahati,Seven Sisters,East
588,2019,AI engineer,CSE/IT,Dharwad,Karnataka,South
589,2019,Telecom engineer,ECE,Gwalior,Madhya Pradesh,Central
590,2012,Broadcast engineer,EEE,Vijayawada,Andhra Pradesh,South
591,2021,App developer,CSE/IT,Mumbai,Maharashtra,Central
592,2017,Network planning engineer,ECE,Kolkata,West Bengal,East
593,2011,Construction manager,CIV,Gurgaon,Haryana,West
594,2021,Telecommunication engineer,EEE,Patna,Bihar,Central
595,2013,Thermal engineer,MEC,Nellore,Andhra Pradesh,South
596,2019,Chemical plant director,CHEM,Chennai,Tamil Nadu,South
597,2021,Field test engineer,ECE,Howrah,West Bengal,East
598,2021,System architect,CSE/IT,Bhubaneswar,Orissa,Central
599,2021,Environmental engineer,CIV,Kanpur,Uttar Pradesh,North
600,2019,Broadcast engineer,EEE,Jammu,Jammu and Kashmir,North
601,2017,Broadcast engineer,EEE,Kochi,Kerala,South
602,2011,App developer,CSE/IT,Itanagar,Seven Sisters,East
603,2012,Chemical engineer,CHEM,Thiruvananthapuram,Kerala,South
604,2016,Architect,CIV,Hyderabad,Telangana,South
605,2018,Service engineer,ECE,Shimla,Himachal Pradesh,North
606,2012,Manufacturing engineer,MEC,Gurgaon,Haryana,West
607,2016,Computer network architect,CSE/IT,Raigarh,Chattisgarh,Central
608,2021,Thermal engineer,MEC,Haridwar,Uttarakhand,North
609,2018,Thermal engineer,MEC,Kohina,Seven Sisters,East
610,2021,Material engineer,CHEM,Visakhapatnam,Andhra Pradesh,South
611,2014,Process design engineer,CHEM,Srinagar,Jammu and Kashmir,North
612,2021,System architect,CSE/IT,Dharwad,Karnataka,South
613,2012,Electronics design engineer,ECE,Indore,Madhya Pradesh,Central
614,2019,Hardware engineer,EEE,Jodhpur,Rajasthan,West
615,2011,Engineering management,CIV,Visakhapatnam,Andhra Pradesh,South
616,2016,Systems engineer,EEE,Vadodara,Gujarat,West
617,2014,Urban planning engineer,CIV,Khammam,Telangana,South
618,2013,Material engineer,CHEM,Vellore,Tamil Nadu,South
619,2016,Urban planning engineer,CIV,Visakhapatnam,Andhra Pradesh,South
620,2017,Plant process engineer,CHEM,Shimla,Himachal Pradesh,North
621,2011,Electrical project manager,EEE,Kolkata,West Bengal,East
622,2019,Public health engineer,CIV,Jalandhar,Punjab,North
623,2011,UX designer,CSE/IT,Gwalior,Madhya Pradesh,Central
624,2019,Land surveyor,CIV,Kohina,Seven Sisters,East
625,2020,Information security analyst,CSE/IT,Visakhapatnam,Andhra Pradesh,South
626,2013,Electrical project manager,EEE,Gaya,Bihar,Central
627,2011,Hardware engineer,EEE,Dhanbad,Jharkhnad,Central
628,2018,Chemical plant director,CHEM,Mysore,Karnataka,South
629,2020,Construction engineer,MEC,Shillong,Seven Sisters,East
630,2014,Electronics design engineer,ECE,Kolkata,West Bengal,East
631,2017,Field test engineer,ECE,Haridwar,Uttarakhand,North
632,2014,Quality engineer,MEC,Puri,Orissa,Central
633,2012,Manufacturing engineer,MEC,Amritsar,Punjab,North
634,2021,Material engineer,CHEM,Jalandhar,Punjab,North
635,2021,Electrical engineer,EEE,Howrah,West Bengal,East
636,2020,Controls engineer,EEE,Imphal,Seven Sisters,East
637,2014,Electrical project manager,EEE,Roorkee,Uttarakhand,North
638,2012,Software analyst,ECE,Bhopal,Madhya Pradesh,Central
639,2020,Drafter,CIV,Raipur,Chattisgarh,Central
640,2016,Field test engineer,ECE,Visakhapatnam,Andhra Pradesh,South
641,2015,Aerospace engineer,MEC,Patna,Bihar,Central
642,2021,Database administrator,CSE/IT,Puri,Orissa,Central
643,2016,Broadcast engineer,EEE,Patna,Bihar,Central
644,2016,Thermal engineer,MEC,Vellore,Tamil Nadu,South
645,2015,Communication engineer,ECE,Itanagar,Seven Sisters,East
646,2011,Land surveyor,CIV,Panaji,Goa,South
647,2018,Chemical engineer,CHEM,Bhubaneswar,Orissa,Central
648,2018,Electronics engineer,ECE,Udaipur,Rajasthan,West
649,2012,Substation technician,EEE,Ahmedabad,Gujarat,West
650,2014,Material engineer,CHEM,Thiruvananthapuram,Kerala,South
651,2011,Broadcast engineer,EEE,Khammam,Telangana,South
652,2014,Environmental waste management,CHEM,Gwalior,Madhya Pradesh,Central
653,2013,Manufacturing engineer,MEC,Hyderabad,Telangana,South
654,2019,Substation technician,EEE,Khammam,Telangana,South
655,2011,Environmental engineer,CIV,Ahmedabad,Gujarat,West
656,2015,Communication engineer,ECE,Rourkela,Orissa,Central
657,2013,Computer network architect,CSE/IT,Jalandhar,Punjab,North
658,2021,Software developer,CSE/IT,Bilaspur,Himachal Pradesh,North
659,2021,Construction manager,CIV,Vellore,Tamil Nadu,South
660,2013,Controls engineer,EEE,Gandhinagar,Gujarat,West
661,2017,Transportation engineer,CIV,Durgapur,West Bengal,East
662,2020,Management consultant,MEC,Durgapur,West Bengal,East
663,2015,Production engineer,MEC,Itanagar,Seven Sisters,East
664,2016,App developer,CSE/IT,Imphal,Seven Sisters,East
665,2018,Computer network architect,CSE/IT,Indore,Madhya Pradesh,Central
666,2018,Network planning engineer,ECE,Noida,Uttar Pradesh,North
667,2011,Public health engineer,CIV,Silchar,Seven Sisters,East
668,2016,Land surveyor,CIV,Dhanbad,Jharkhnad,Central
669,2019,Chemical engineer,CHEM,Jodhpur,Rajasthan,West
670,2018,Drafter,CIV,Silchar,Seven Sisters,East
671,2021,Computer network architect,CSE/IT,Khammam,Telangana,South
672,2020,Material engineer,CHEM,Bhubaneswar,Orissa,Central
673,2012,Electronics engineer,ECE,Raipur,Chattisgarh,Central
674,2019,Electrical design engineer,EEE,Aizawal,Seven Sisters,East
675,2013,App developer,CSE/IT,Warangal,Telangana,South
676,2016,technician,CHEM,Puri,Orissa,Central
677,2013,Public health engineer,CIV,Panipat,Haryana,West
678,2014,Engineering management,CIV,Raipur,Chattisgarh,Central
679,2012,Service engineer,ECE,Nellore,Andhra Pradesh,South
680,2011,Electrical engineer,EEE,Gangtok,Seven Sisters,East
681,2015,Drafter,CIV,Bilaspur,Himachal Pradesh,North
682,2020,Field test engineer,ECE,Vellore,Tamil Nadu,South
683,2018,Systems engineer,EEE,Surat,Gujarat,West
684,2013,Controls engineer,EEE,Jalandhar,Punjab,North
685,2013,Management consultant,MEC,Kochi,Kerala,South
686,2013,Land surveyor,CIV,Gurgaon,Haryana,West
687,2018,IT project manager,CSE/IT,Gaya,Bihar,Central
688,2018,Construction engineer,MEC,Silchar,Seven Sisters,East
689,2014,Telecom engineer,ECE,Gangtok,Seven Sisters,East
690,2012,Electronics design engineer,ECE,Itanagar,Seven Sisters,East
691,2013,Electrical engineer,EEE,Guwahati,Seven Sisters,East
692,2016,Geotechnical engineer,CIV,Vijayawada,Andhra Pradesh,South
693,2014,Product engineer,CHEM,Bhubaneswar,Orissa,Central
694,2021,UX designer,CSE/IT,Bhubaneswar,Orissa,Central
695,2017,Architect,CIV,Raigarh,Chattisgarh,Central
696,2015,Database administrator,CSE/IT,Amritsar,Punjab,North
697,2014,Microelectrical engineer,EEE,Udaipur,Rajasthan,West
698,2014,UX designer,CSE/IT,Amritsar,Punjab,North
699,2012,Broadcast engineer,EEE,Itanagar,Seven Sisters,East
700,2020,Product engineer,CHEM,Indore,Madhya Pradesh,Central
701,2019,Broadcast engineer,EEE,Jamshedpur,Jharkhnad,Central
702,2013,System architect,CSE/IT,Guwahati,Seven Sisters,East
703,2016,Thermal engineer,MEC,Kohina,Seven Sisters,East
704,2013,Process design engineer,CHEM,Imphal,Seven Sisters,East
705,2017,Electrical project manager,EEE,Haridwar,Uttarakhand,North
706,2020,Telecom engineer,ECE,Srinagar,Jammu and Kashmir,North
707,2014,Computer network architect,CSE/IT,Nellore,Andhra Pradesh,South
708,2016,Broadcast engineer,EEE,Rourkela,Orissa,Central
709,2017,Web developer,CSE/IT,Gurgaon,Haryana,West
710,2018,Computer network architect,CSE/IT,Gwalior,Madhya Pradesh,Central
711,2017,Construction engineer,MEC,Ahmedabad,Gujarat,West
712,2017,Quality engineer,MEC,Visakhapatnam,Andhra Pradesh,South
713,2019,Chemical engineer,CHEM,Raigarh,Chattisgarh,Central
714,2016,AI engineer,CSE/IT,Kochi,Kerala,South
715,2016,Substation technician,EEE,Kohina,Seven Sisters,East
716,2013,Drafter,CIV,Srinagar,Jammu and Kashmir,North
717,2020,Network planning engineer,ECE,Indore,Madhya Pradesh,Central
718,2014,Substation technician,EEE,Tirupathi,Andhra Pradesh,South
719,2021,Chemical plant director,CHEM,Allahabad,Uttar Pradesh,North
720,2018,Architect,CIV,Gangtok,Seven Sisters,East
721,2020,Environmental engineer,CIV,Guwahati,Seven Sisters,East
722,2015,Controls engineer,EEE,Mumbai,Maharashtra,Central
723,2012,Communication engineer,ECE,Madurai,Tamil Nadu,South
724,2012,Chemical plant director,CHEM,Chandigarh,Punjab,North
725,2017,UX designer,CSE/IT,Surat,Gujarat,West
726,2014,Information security analyst,CSE/IT,Aizawal,Seven Sisters,East
727,2018,System architect,CSE/IT,Gangtok,Seven Sisters,East
728,2014,AI engineer,CSE/IT,Gaya,Bihar,Central
729,2017,Communication engineer,ECE,Jamshedpur,Jharkhnad,Central
730,2014,Architect,CIV,Bengaluru,Karnataka,South
731,2017,Web developer,CSE/IT,Kohina,Seven Sisters,East
732,2014,Microelectrical engineer,EEE,Gangtok,Seven Sisters,East
733,2018,Process safety engineer,CHEM,Haridwar,Uttarakhand,North
734,2021,Aerospace engineer,MEC,Surat,Gujarat,West
735,2021,Construction engineer,MEC,Srinagar,Jammu and Kashmir,North
736,2011,Microelectrical engineer,EEE,Warangal,Telangana,South
737,2016,Electrical project manager,EEE,Dispur,Seven Sisters,East
738,2016,Construction manager,CIV,Thiruvananthapuram,Kerala,South
739,2015,Architect,CIV,Dhanbad,Jharkhnad,Central
